,wonum,parent,priority,site,bdpocdiscipline,estdur,targstartdate,targcompdate,r_estdur
1706,H13834089,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1707,H13834091,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1708,H13834093,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1709,H13834095,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1710,H13834097,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1711,H13834099,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1712,H13834101,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1713,H13834103,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1714,H13834105,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1715,H13834107,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1716,H13834109,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1717,H13834111,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1718,H13834113,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1719,H13834115,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1720,H13834117,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1721,H13834119,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1722,H13834121,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1723,H13834123,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1724,H13834125,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1725,H13834127,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1726,H13834129,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1727,H13834131,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1728,H13834133,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1729,H13834135,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1730,H13834137,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1731,H13834139,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1732,H13834141,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1733,H13834143,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1734,H13834145,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1735,H13834147,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1736,H13834149,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1737,H13834151,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1738,H13834153,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1739,H13834155,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1740,H13834157,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1741,H13834159,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1742,H13834161,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1743,H13834163,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1744,H13834165,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1745,H13834167,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1746,H13834169,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1747,H13834171,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1748,H13834173,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1749,H13834175,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1750,H13834177,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1751,H13834179,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1752,H13834181,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1753,H13834183,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1754,H13834185,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1755,H13834187,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1756,H13834189,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1757,H13834191,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1758,H13834193,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1759,H13834195,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1760,H13834197,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1761,H13834199,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1762,H13834201,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1763,H13834203,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1764,H13834205,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1765,H13834207,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1766,H13834209,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1767,H13834211,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1768,H13834213,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1769,H13834215,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1770,H13834217,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1771,H13834219,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1772,H13834221,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1773,H13834223,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1774,H13834225,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1775,H13834227,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1776,H13834229,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1777,H13834231,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1778,H13834233,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1779,H13834235,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1780,H13834237,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1781,H13834239,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1782,H13834241,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1783,H13834243,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1784,H13834245,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1785,H13834247,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1786,H13834249,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1787,H13834251,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1788,H13834253,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1789,H13834255,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1790,H13834257,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1791,H13834259,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1792,H13834261,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1793,H13834263,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1794,H13834265,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1795,H13834267,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1796,H13834269,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1797,H13834271,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1798,H13834273,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1799,H13834275,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1800,H13834277,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1801,H13834279,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1802,H13834281,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1803,H13834283,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1804,H13834285,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1805,H13834287,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1806,H13834289,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1807,H13834291,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1808,H13834293,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1809,H13834295,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1810,H13834297,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1811,H13834299,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1812,H13834301,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1813,H13834303,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1814,H13834305,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1815,H13834307,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1816,H13834309,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1817,H13834311,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1818,H13834313,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1819,H13834315,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1820,H13834317,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1821,H13834319,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1822,H13834321,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1823,H13834323,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1824,H13834325,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1825,H13834327,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1826,H13834329,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1827,H13834331,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1828,H13834333,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1829,H13834335,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1830,H13834337,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1831,H13834347,,1,MT,MECH,20.0,01/04/0002,30/05/0002,2
1832,H13834351,,1,HT,MECH,10.0,01/04/0002,30/05/0002,1
1833,H13834353,,1,HT,MECH,10.0,01/04/0002,30/05/0002,1
1834,H13834355,,1,Not Defined,MECH,40.0,01/04/0002,30/05/0002,4
1835,H13834357,,1,MT,MECH,20.0,01/04/0002,30/05/0002,2
1836,H13834359,,1,MT,E&I,6.0,01/04/0002,30/05/0002,1
1837,H13834362,H13834359,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1838,H13834365,H13834359,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1839,H13834368,H13834359,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1840,H13834371,,1,MT,E&I,28.0,01/04/0002,30/05/0002,3
1841,H13834376,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1842,H13834381,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1843,H13834386,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1844,H13834391,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1845,H13834396,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1846,H13834401,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1847,H13834406,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1848,H13834411,H13834371,1,MT,E&I,3.5,01/04/0002,30/05/0002,1
1849,H13834416,,1,MT,E&I,21.0,01/04/0002,30/05/0002,3
1850,H13834420,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1851,H13834424,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1852,H13834428,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1853,H13834432,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1854,H13834436,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1855,H13834440,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1856,H13834444,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1857,H13834448,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1858,H13834452,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1859,H13834456,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1860,H13834460,H13834416,1,MT,E&I,1.90909090909091,01/04/0002,30/05/0002,1
1861,H13834464,,1,MT,E&I,64.0,01/04/0002,30/05/0002,7
1862,H13834467,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1863,H13834470,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1864,H13834473,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1865,H13834476,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1866,H13834479,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1867,H13834482,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1868,H13834485,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1869,H13834488,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1870,H13834491,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1871,H13834494,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1872,H13834497,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1873,H13834500,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1874,H13834503,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1875,H13834506,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1876,H13834509,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1877,H13834512,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1878,H13834515,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1879,H13834518,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1880,H13834521,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1881,H13834524,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1882,H13834527,H13834464,1,MT,E&I,3.04761904761905,01/04/0002,30/05/0002,1
1883,H13834530,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1884,H13834536,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1885,H13834542,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1886,H13834548,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1887,H13834554,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1888,H13834560,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1889,H13834566,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1890,H13834572,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1891,H13834578,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1892,H13834584,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1893,H13834590,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1894,H13834596,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1895,H13834602,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1896,H13834608,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1897,H13834614,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1898,H13834620,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1899,H13834626,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1900,H13834632,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1901,H13834638,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1902,H13834644,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1903,H13834650,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1904,H13834656,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1905,H13834662,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1906,H13834668,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1907,H13834674,H13834530,1,MT,E&I,0.5,01/04/0002,30/05/0002,1
1908,H13834680,,1,MT,E&I,8.0,01/04/0002,30/05/0002,1
1909,H13834683,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1910,H13834686,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1911,H13834689,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1912,H13834692,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1913,H13834695,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1914,H13834698,H13834680,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1915,H13834701,,1,HT,PROD,36.0,01/04/0002,30/05/0002,4
1916,H13834703,,1,HT,E&I,33.0,01/04/0002,30/05/0002,4
1917,H13834705,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1918,H13834707,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1919,H13834709,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1920,H13834711,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1921,H13834713,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1922,H13834715,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1923,H13834717,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1924,H13834719,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1925,H13834721,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1926,H13834723,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1927,H13834725,H13834703,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1928,H13834727,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1929,H13834730,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1930,H13834733,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1931,H13834736,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1932,H13834739,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1933,H13834742,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1934,H13834745,H13834727,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1935,H13834748,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1936,H13834751,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1937,H13834754,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1938,H13834757,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1939,H13834760,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1940,H13834763,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1941,H13834766,H13834748,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1942,H13834769,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1943,H13834772,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1944,H13834775,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1945,H13834778,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1946,H13834781,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1947,H13834784,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1948,H13834787,H13834769,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1949,H13834790,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1950,H13834793,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1951,H13834796,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1952,H13834799,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1953,H13834802,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1954,H13834805,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1955,H13834808,H13834790,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1956,H13834811,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1957,H13834814,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1958,H13834817,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1959,H13834820,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1960,H13834823,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1961,H13834826,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1962,H13834829,H13834811,1,MT,E&I,2.0,01/04/0002,30/05/0002,1
1963,H13834832,,1,MT,E&I,8.0,01/04/0002,30/05/0002,1
1964,H13834835,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1965,H13834838,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1966,H13834841,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1967,H13834844,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1968,H13834847,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1969,H13834850,H13834832,1,MT,E&I,1.33333333333333,01/04/0002,30/05/0002,1
1970,H13834857,,1,HT,MECH,20.0,01/04/0002,30/05/0002,2
1971,H13834859,,1,HT,MECH,10.0,01/04/0002,30/05/0002,1
1972,H13834861,,1,HT,E&I,30.0,01/04/0002,30/05/0002,3
1973,H13834863,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1974,H13834865,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1975,H13834867,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1976,H13834869,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1977,H13834871,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1978,H13834873,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1979,H13834875,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1980,H13834877,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1981,H13834879,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1982,H13834881,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1983,H13834883,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1984,H13834885,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1985,H13834887,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1986,H13834889,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1987,H13834891,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1988,H13834893,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1989,H13834895,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1990,H13834897,H13834861,1,HT,E&I,1.66666666666667,01/04/0002,30/05/0002,1
1991,H13834899,,1,HT,PROD,9.0,01/04/0002,30/05/0002,1
1992,H13834902,,1,HT,PROD,200.0,01/04/0002,30/05/0002,20
1993,H13834904,,1,HT,PROD,2.0,01/04/0002,30/05/0002,1
1994,H13834906,,1,HT,E&I,9.0,01/04/0002,30/05/0002,1
1995,H13834908,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1996,H13834910,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1997,H13834912,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1998,H13834914,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1999,H13834916,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2000,H13834918,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2001,H13834920,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2002,H13834922,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2003,H13834924,H13834906,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2004,H13834926,,1,HT,E&I,17.0,01/04/0002,30/05/0002,2
2005,H13834928,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2006,H13834930,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2007,H13834932,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2008,H13834934,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2009,H13834936,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2010,H13834938,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2011,H13834940,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2012,H13834942,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2013,H13834944,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2014,H13834946,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2015,H13834948,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2016,H13834950,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2017,H13834952,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2018,H13834954,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2019,H13834956,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2020,H13834958,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2021,H13834960,H13834926,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
2022,H13834962,,1,HT,E&I,8.0,01/04/0002,30/05/0002,1
